"Type","Source","Destination","Alt Text","Length"
"Image","https://www.lifeusa.org/post/hearing-the-call-louisiana","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/back-to-school-in-kenya","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/back-to-school-project-haiti","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/back-to-school-iraq","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/food-baskets-in-bangladesh","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-ramadan-food-baskets-in-lebanon","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-ramadan-food-baskets-in-the-horn-of-africa","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-food-baskets-during-ramadan-in-bosnia","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-ramadan-food-baskets-in-haiti","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-provides-food-baskets-to-orphans-in-iraq","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/sports-field-rehabilitation-in-iraq","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/furniture-for-new-horizon-s-ministries","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-udhiyah-meat-in-afghanistan","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/winter-blankets-bangladesh","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-ramadan-meals-in-mali","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/pakistan-fresh-meat-distribution-and-orphan-eid-party","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-udhiyah-meat-in-egypt","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-fresh-meat-in-bosnia-and-herzegovina","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-fresh-meat-in-syria","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-ramadan-food-baskets-yemen","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-udhiyah-meat-in-somalia","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-fresh-meat-in-sudan","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-fresh-meat-in-djibouti","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/post/life-distributes-fresh-meat-in-ethiopia","https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_766,h_423,al_c,q_85,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png","Respite and Joy Provided to Hundreds of Gaza Orphans Through Life for Relief and Development (LIFE)’s Eid Party Celebration ","124"
"Image","https://www.lifeusa.org/no/tags/orphan-sponsorship","https://static.wixstatic.com/media/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.webp","Life for Relief and Development (LIFE) Ambulance and Distributed Aid Save Countless Lives After Airstrikes in Lebanon ","118"
"Image","https://www.lifeusa.org/no/tags/emergency-relief","https://static.wixstatic.com/media/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.webp","Life for Relief and Development (LIFE) Ambulance and Distributed Aid Save Countless Lives After Airstrikes in Lebanon ","118"
"Image","https://www.lifeusa.org/no/tags/life-for-relief-and-development-usa","https://static.wixstatic.com/media/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.webp","Life for Relief and Development (LIFE) Ambulance and Distributed Aid Save Countless Lives After Airstrikes in Lebanon ","118"
"Image","https://www.lifeusa.org/no/tags/jordan","https://static.wixstatic.com/media/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.webp","Life for Relief and Development (LIFE) Ambulance and Distributed Aid Save Countless Lives After Airstrikes in Lebanon ","118"
"Image","https://www.lifeusa.org/no/tags/orphan-sponsorship","https://static.wixstatic.com/media/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.webp","Life for Relief and Development (LIFE) Ambulance and Distributed Aid Save Countless Lives After Airstrikes in Lebanon ","118"
"Image","https://www.lifeusa.org/no/tags/emergency-relief","https://static.wixstatic.com/media/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.webp","Life for Relief and Development (LIFE) Ambulance and Distributed Aid Save Countless Lives After Airstrikes in Lebanon ","118"
"Image","https://www.lifeusa.org/no/tags/life-for-relief-and-development-usa","https://static.wixstatic.com/media/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.webp","Life for Relief and Development (LIFE) Ambulance and Distributed Aid Save Countless Lives After Airstrikes in Lebanon ","118"
"Image","https://www.lifeusa.org/no/tags/jordan","https://static.wixstatic.com/media/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_63da57cf95574ca6bacf9b7da574dfd9~mv2.webp","Life for Relief and Development (LIFE) Ambulance and Distributed Aid Save Countless Lives After Airstrikes in Lebanon ","118"
"Image","https://www.lifeusa.org/no/tags/syria-1","https://static.wixstatic.com/media/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.webp","LIFE’s Education Initiatives in Syria Generate Positive Outcomes in Enrollment and Graduation Rate Throughout the Country ","122"
"Image","https://www.lifeusa.org/no/tags/community-development","https://static.wixstatic.com/media/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.webp","LIFE’s Education Initiatives in Syria Generate Positive Outcomes in Enrollment and Graduation Rate Throughout the Country ","122"
"Image","https://www.lifeusa.org/no/tags/education","https://static.wixstatic.com/media/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.webp","LIFE’s Education Initiatives in Syria Generate Positive Outcomes in Enrollment and Graduation Rate Throughout the Country ","122"
"Image","https://www.lifeusa.org/no/tags/syria-1","https://static.wixstatic.com/media/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.webp","LIFE’s Education Initiatives in Syria Generate Positive Outcomes in Enrollment and Graduation Rate Throughout the Country ","122"
"Image","https://www.lifeusa.org/no/tags/community-development","https://static.wixstatic.com/media/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.webp","LIFE’s Education Initiatives in Syria Generate Positive Outcomes in Enrollment and Graduation Rate Throughout the Country ","122"
"Image","https://www.lifeusa.org/no/tags/education","https://static.wixstatic.com/media/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_4189189d47954a2f8cbfffb98c67d681~mv2.webp","LIFE’s Education Initiatives in Syria Generate Positive Outcomes in Enrollment and Graduation Rate Throughout the Country ","122"
"Image","https://www.lifeusa.org/no/tags/refugee","https://static.wixstatic.com/media/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.webp","LIFE Promotes Integrative Healthcare for Rohingya Refugees with the Launch of Vital Eye Care Clinic in Bangladesh","113"
"Image","https://www.lifeusa.org/no/tags/refugee-assistance","https://static.wixstatic.com/media/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.webp","LIFE Promotes Integrative Healthcare for Rohingya Refugees with the Launch of Vital Eye Care Clinic in Bangladesh","113"
"Image","https://www.lifeusa.org/no/tags/rohingya","https://static.wixstatic.com/media/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.webp","LIFE Promotes Integrative Healthcare for Rohingya Refugees with the Launch of Vital Eye Care Clinic in Bangladesh","113"
"Image","https://www.lifeusa.org/no/tags/health","https://static.wixstatic.com/media/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.webp","LIFE Promotes Integrative Healthcare for Rohingya Refugees with the Launch of Vital Eye Care Clinic in Bangladesh","113"
"Image","https://www.lifeusa.org/no/tags/bangladesh-1","https://static.wixstatic.com/media/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.webp","LIFE Promotes Integrative Healthcare for Rohingya Refugees with the Launch of Vital Eye Care Clinic in Bangladesh","113"
"Image","https://www.lifeusa.org/no/tags/refugee","https://static.wixstatic.com/media/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.webp","LIFE Promotes Integrative Healthcare for Rohingya Refugees with the Launch of Vital Eye Care Clinic in Bangladesh","113"
"Image","https://www.lifeusa.org/no/tags/refugee-assistance","https://static.wixstatic.com/media/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.webp","LIFE Promotes Integrative Healthcare for Rohingya Refugees with the Launch of Vital Eye Care Clinic in Bangladesh","113"
"Image","https://www.lifeusa.org/no/tags/rohingya","https://static.wixstatic.com/media/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.webp","LIFE Promotes Integrative Healthcare for Rohingya Refugees with the Launch of Vital Eye Care Clinic in Bangladesh","113"
"Image","https://www.lifeusa.org/no/tags/health","https://static.wixstatic.com/media/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.webp","LIFE Promotes Integrative Healthcare for Rohingya Refugees with the Launch of Vital Eye Care Clinic in Bangladesh","113"
"Image","https://www.lifeusa.org/no/tags/bangladesh-1","https://static.wixstatic.com/media/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_6ab46a7f86af4efdaf00a18d77988252~mv2.webp","LIFE Promotes Integrative Healthcare for Rohingya Refugees with the Launch of Vital Eye Care Clinic in Bangladesh","113"
"Image","https://www.lifeusa.org/post/it-s-okay-to-cry-the-ukrainian-refugee-mental-health-crisis","https://static.wixstatic.com/media/4dc3f8_db076ff4e9664f969d727eeeddd8df33~mv2.png/v1/fill/w_975,h_650,al_c,q_90,enc_avif,quality_auto/4dc3f8_db076ff4e9664f969d727eeeddd8df33~mv2.png","A photo of a small black heart is symbolically passed from one hand to another to denote giving mental healthcare when needed.","126"
"Image","https://www.lifeusa.org/post/the-crucial-role-of-humanitarian-organizations-in-conflict-zones","https://static.wixstatic.com/media/6df904_c4aa0b13ec054a53a2b57aa2f5081d85~mv2.png/v1/fill/w_867,h_741,al_c,q_90,enc_avif,quality_auto/6df904_c4aa0b13ec054a53a2b57aa2f5081d85~mv2.png","Photo of LIFE team members delivering medical supplies and equipment to a medical center in Ukraine. ","101"
"Image","https://www.lifeusa.org/post/no-assistance-in-their-time-of-need","https://static.wixstatic.com/media/6df904_e55323a294624266b1b20c96c83f92a1~mv2.png/v1/fill/w_614,h_408,al_c,q_85,enc_avif,quality_auto/6df904_e55323a294624266b1b20c96c83f92a1~mv2.png","Photo of a medical professional taking care of a newborn with the supplies and equipment sent by LIFE Syria.","108"
"Image","https://www.lifeusa.org/post/the-leading-causes-of-orphans-today","https://static.wixstatic.com/media/4dc3f8_c50d3624c4244486887ed4b0413065ac~mv2.png/v1/fill/w_909,h_567,al_c,q_90,enc_avif,quality_auto/4dc3f8_c50d3624c4244486887ed4b0413065ac~mv2.png","A young girl, orphaned in Mali stands in front of LIFE sign-holding an envelope that will help provide basic life essentials in the coming months. ","147"
"Image","https://www.lifeusa.org/no/tags/food-baskets","https://static.wixstatic.com/media/6df904_c7ac9c43ab384dbc9dafb5ed604fd317~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_c7ac9c43ab384dbc9dafb5ed604fd317~mv2.webp","United Against Hunger: LIFE for Relief and Development’s (LIFE) Global Expansion is Set to Feed Millions this Ramadan","117"
"Image","https://www.lifeusa.org/no/tags/ramadan","https://static.wixstatic.com/media/6df904_c7ac9c43ab384dbc9dafb5ed604fd317~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_c7ac9c43ab384dbc9dafb5ed604fd317~mv2.webp","United Against Hunger: LIFE for Relief and Development’s (LIFE) Global Expansion is Set to Feed Millions this Ramadan","117"
"Image","https://www.lifeusa.org/no/tags/food-baskets","https://static.wixstatic.com/media/6df904_c7ac9c43ab384dbc9dafb5ed604fd317~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_c7ac9c43ab384dbc9dafb5ed604fd317~mv2.webp","United Against Hunger: LIFE for Relief and Development’s (LIFE) Global Expansion is Set to Feed Millions this Ramadan","117"
"Image","https://www.lifeusa.org/no/tags/ramadan","https://static.wixstatic.com/media/6df904_c7ac9c43ab384dbc9dafb5ed604fd317~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_c7ac9c43ab384dbc9dafb5ed604fd317~mv2.webp","United Against Hunger: LIFE for Relief and Development’s (LIFE) Global Expansion is Set to Feed Millions this Ramadan","117"
