"Type","Source","Destination","Alt Text","Length","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions"
"Image","https://www.lifeusa.org/post/life-for-relief-and-development-life-delivers-emergency-food-and-water-assistance-in-gaza-through","https://static.wixstatic.com/media/74d008_729718483d7c46c3ac1e732ad49bd0d5~mv2.png/v1/fill/w_980,h_735,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_729718483d7c46c3ac1e732ad49bd0d5~mv2.png","Photo of Life for Relief and Development (LIFE) USA water delivery truck in Gaza.","81","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div[2]/div[@id='content-wrapper']/div[@class='ZL4A4N']/div[@class='HcBlwg']/div[1]/div/div/article/div/section/div/div/div/div/div/div[@class='BjAB3']/div[28]/div/div/figure/div[@class='KDhmY']/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/post/over-1-000-orphans-across-jordan-uplifted-through-life-sponsorship-program","https://static.wixstatic.com/media/74d008_ec4411fec68344b5a3fb22e0defa7611~mv2.jpg/v1/fill/w_576,h_523,al_c,q_80,enc_avif,quality_auto/74d008_ec4411fec68344b5a3fb22e0defa7611~mv2.jpg","","0","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div[2]/div[@id='content-wrapper']/div[@class='ZL4A4N']/div[@class='HcBlwg']/div[1]/div/div/article/div/section/div/div/div/div/div/div[@class='BjAB3']/div[34]/div/div/figure/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/post/life-for-relief-and-development-life-delivers-emergency-food-and-water-assistance-in-gaza-through","https://static.wixstatic.com/media/74d008_43814c82bdd0449393586043d74b2c5e~mv2.png/v1/fill/w_980,h_735,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_43814c82bdd0449393586043d74b2c5e~mv2.png","Photo of a little boy and a LIFE team member carrying water jugs full of clean water.","85","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div[2]/div[@id='content-wrapper']/div[@class='ZL4A4N']/div[@class='HcBlwg']/div[1]/div/div/article/div/section/div/div/div/div/div/div[@class='BjAB3']/div[32]/div/div/figure/div[@class='KDhmY']/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/post/life-for-relief-and-development-life-delivers-emergency-food-and-water-assistance-in-gaza-through","https://static.wixstatic.com/media/74d008_1a87b8341b974d61b23ea37cb1c1ab9b~mv2.png/v1/fill/w_980,h_735,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_1a87b8341b974d61b23ea37cb1c1ab9b~mv2.png","","0","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div[2]/div[@id='content-wrapper']/div[@class='ZL4A4N']/div[@class='HcBlwg']/div[1]/div/div/article/div/section/div/div/div/div/div/div[@class='BjAB3']/div[2]/div/div/figure/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/chicago","https://static.wixstatic.com/media/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.webp","LIFE Provides Backpacks to Foster Youth in the United States","60","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/usa","https://static.wixstatic.com/media/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.webp","LIFE Provides Backpacks to Foster Youth in the United States","60","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/back-to-school","https://static.wixstatic.com/media/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.webp","LIFE Provides Backpacks to Foster Youth in the United States","60","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][3]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/texas","https://static.wixstatic.com/media/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.webp","LIFE Provides Backpacks to Foster Youth in the United States","60","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][1]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/post/water-stops-being-a-daily-worry-for-two-communities-in-nepal","https://static.wixstatic.com/media/74d008_2061a180031d43f89aab5f1ed2911967~mv2.jpg/v1/fill/w_980,h_751,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_2061a180031d43f89aab5f1ed2911967~mv2.jpg","","0","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div[2]/div[@id='content-wrapper']/div[@class='ZL4A4N']/div[@class='HcBlwg']/div[1]/div/div/article/div/section/div/div/div/div/div/div[@class='BjAB3']/div[2]/div/div/figure/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/chicago","https://static.wixstatic.com/media/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.webp","LIFE Provides Backpacks to Foster Youth in the United States","60","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/usa","https://static.wixstatic.com/media/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.webp","LIFE Provides Backpacks to Foster Youth in the United States","60","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/back-to-school","https://static.wixstatic.com/media/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.webp","LIFE Provides Backpacks to Foster Youth in the United States","60","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][3]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/texas","https://static.wixstatic.com/media/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/6df904_836bb21fcfad4ffcbf89398efbcff404~mv2.webp","LIFE Provides Backpacks to Foster Youth in the United States","60","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][1]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/usa","https://static.wixstatic.com/media/6df904_65a8576f5f0246088bc0612007d359f3~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/6df904_65a8576f5f0246088bc0612007d359f3~mv2.webp","Hearing the Call Southwest Florida","34","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][5]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/florida","https://static.wixstatic.com/media/6df904_65a8576f5f0246088bc0612007d359f3~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/6df904_65a8576f5f0246088bc0612007d359f3~mv2.webp","Hearing the Call Southwest Florida","34","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/hearing-aids","https://static.wixstatic.com/media/6df904_65a8576f5f0246088bc0612007d359f3~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/6df904_65a8576f5f0246088bc0612007d359f3~mv2.webp","Hearing the Call Southwest Florida","34","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][4]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/usa","https://static.wixstatic.com/media/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.webp","Food Baskets for Families in Maryland","37","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][6]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/maryland","https://static.wixstatic.com/media/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.webp","Food Baskets for Families in Maryland","37","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/food-baskets","https://static.wixstatic.com/media/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.webp","Food Baskets for Families in Maryland","37","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][9]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/usa","https://static.wixstatic.com/media/6df904_e4bec0622b354932bd5ea91012b179ba~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_e4bec0622b354932bd5ea91012b179ba~mv2.webp","LIFE Distributes Fresh Meat in Texas","36","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][3]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/texas","https://static.wixstatic.com/media/6df904_e4bec0622b354932bd5ea91012b179ba~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/6df904_e4bec0622b354932bd5ea91012b179ba~mv2.webp","LIFE Distributes Fresh Meat in Texas","36","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/usa","https://static.wixstatic.com/media/6df904_65a8576f5f0246088bc0612007d359f3~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/6df904_65a8576f5f0246088bc0612007d359f3~mv2.webp","Hearing the Call Southwest Florida","34","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][5]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/florida","https://static.wixstatic.com/media/6df904_65a8576f5f0246088bc0612007d359f3~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/6df904_65a8576f5f0246088bc0612007d359f3~mv2.webp","Hearing the Call Southwest Florida","34","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/hearing-aids","https://static.wixstatic.com/media/6df904_65a8576f5f0246088bc0612007d359f3~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/6df904_65a8576f5f0246088bc0612007d359f3~mv2.webp","Hearing the Call Southwest Florida","34","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][4]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/usa","https://static.wixstatic.com/media/6df904_e4bec0622b354932bd5ea91012b179ba~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_e4bec0622b354932bd5ea91012b179ba~mv2.webp","LIFE Distributes Fresh Meat in Texas","36","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][3]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/texas","https://static.wixstatic.com/media/6df904_e4bec0622b354932bd5ea91012b179ba~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_e4bec0622b354932bd5ea91012b179ba~mv2.webp","LIFE Distributes Fresh Meat in Texas","36","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/post/water-stops-being-a-daily-worry-for-two-communities-in-nepal","https://static.wixstatic.com/media/74d008_7c69306de7374e649f659a0c0b8e919a~mv2.jpg/v1/fill/w_980,h_649,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_7c69306de7374e649f659a0c0b8e919a~mv2.jpg","","0","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div[2]/div[@id='content-wrapper']/div[@class='ZL4A4N']/div[@class='HcBlwg']/div[1]/div/div/article/div/section/div/div/div/div/div/div[@class='BjAB3']/div[50]/div/div/figure/div/div/wow-image/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/usa","https://static.wixstatic.com/media/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.webp","LIFE ‘Hears the Call’ in Colorado","33","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][4]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/colorado","https://static.wixstatic.com/media/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.webp","LIFE ‘Hears the Call’ in Colorado","33","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/hearing-aids","https://static.wixstatic.com/media/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.webp","LIFE ‘Hears the Call’ in Colorado","33","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][3]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][1]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/usa","https://static.wixstatic.com/media/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.webp","LIFE ‘Hears the Call’ in Colorado","33","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][4]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/colorado","https://static.wixstatic.com/media/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.webp","LIFE ‘Hears the Call’ in Colorado","33","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/hearing-aids","https://static.wixstatic.com/media/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/6df904_38197e847f83427395b8edfa12c5c4a7~mv2.webp","LIFE ‘Hears the Call’ in Colorado","33","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][3]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/usa","https://static.wixstatic.com/media/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.webp","Food Baskets for Families in Maryland","37","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][6]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/maryland","https://static.wixstatic.com/media/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.webp","Food Baskets for Families in Maryland","37","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/food-baskets","https://static.wixstatic.com/media/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/6df904_6b072839d78b4c57a014564c8615cbb7~mv2.webp","Food Baskets for Families in Maryland","37","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][9]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/philanthropy","https://static.wixstatic.com/media/nsplsh_a878e42d761f43fda2af0f6055c04e85~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/nsplsh_a878e42d761f43fda2af0f6055c04e85~mv2.webp","The Biggest Charitable Contributions in the U.S. 2023","53","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div[@class='item-link-wrapper'][2]/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
"Image","https://www.lifeusa.org/no/tags/amazon","https://static.wixstatic.com/media/nsplsh_a878e42d761f43fda2af0f6055c04e85~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/nsplsh_a878e42d761f43fda2af0f6055c04e85~mv2.webp","The Biggest Charitable Contributions in the U.S. 2023","53","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div/div[@id='content-wrapper']/div[2]/div/div/div/div/div[1]/div/div/div[@class='pro-gallery-parent-container']/div/div/div/div/div[2]/div/div/picture[@id='multi_picture_undefined'][2]/img","Content","HTML","","",""
